article_id,article_version,last_updated,r_article_id,r_article_version,r_contractor_id,r_lcd_id,r_lcd_version,related_num,url
59515,5,08/01/2024,,,345,39688,4,1,/data/lcd?lcdid=39688&ver=4
57420,15,03/27/2019,,,345,37890,6,1,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=37890:5
57420,15,03/27/2019,56376,3,345,,,2,/data/article?articleid=56376&ver=3
57420,15,09/29/2019,,,345,37891,24,3,/data/lcd?lcdid=37891&ver=24
57622,17,07/20/2017,55659,2,345,,,1,/data/article?articleid=55659&ver=2
57622,17,07/20/2017,,,345,37071,6,2,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=37071:5
57622,17,10/16/2019,,,345,37072,25,3,/data/lcd?lcdid=37072&ver=25
58434,34,11/04/2021,,,228,38822,8,1,/data/lcd?lcdid=38822&ver=8
57905,28,03/26/2020,,,345,38120,4,1,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=38120:3
57905,28,03/26/2020,57906,4,345,,,2,/data/article?articleid=57906&ver=4
57905,28,03/26/2020,,,345,38121,11,3,/data/lcd?lcdid=38121&ver=11
56696,43,10/24/2019,,,228,36690,38,1,/data/lcd?lcdid=36690&ver=38
53046,22,12/22/2016,55214,9,345,,,1,/data/article?articleid=55214&ver=9
53046,22,05/02/2018,52768,13,345,,,2,https://localcoverage.cms.gov/mcd_archive/view/article.aspx?articleInfo=52768:9
54662,14,09/01/2015,,,345,34074,39,1,/data/lcd?lcdid=34074&ver=39
57084,15,09/10/2019,,,345,34038,32,1,/data/lcd?lcdid=34038&ver=32
57194,36,08/28/2015,54643,13,345,,,1,/data/article?articleid=54643&ver=13
57194,36,08/31/2015,54647,3,345,,,2,/data/article?articleid=54647&ver=3
57194,36,09/01/2015,54662,14,345,,,3,/data/article?articleid=54662&ver=14
57194,36,09/16/2019,,,345,34074,39,4,/data/lcd?lcdid=34074&ver=39
57385,46,09/01/2020,,,345,38337,16,1,/data/lcd?lcdid=38337&ver=16
58097,17,07/27/2022,59212,3,345,,,1,/data/article?articleid=59212&ver=3
58097,17,07/27/2022,,,345,38615,14,2,/data/lcd?lcdid=38615&ver=14
58229,18,10/24/2025,,,356,38707,13,1,/data/lcd?lcdid=38707&ver=13
59177,12,01/13/2023,,,345,39398,6,1,/data/lcd?lcdid=39398&ver=6
59246,18,01/27/2023,,,345,39464,8,1,/data/lcd?lcdid=39464&ver=8
59468,6,12/08/2023,,,345,39644,12,1,/data/lcd?lcdid=39644&ver=12
56034,42,07/14/2022,59151,4,364,,,1,/data/article?articleid=59151&ver=4
56034,42,07/14/2022,,,364,35456,66,2,/data/lcd?lcdid=35456&ver=66
57149,20,12/15/2021,,,228,38307,14,1,/data/lcd?lcdid=38307&ver=14
56159,23,09/13/2021,,,228,37575,22,1,/data/lcd?lcdid=37575&ver=22
56464,35,09/21/2020,,,228,34037,22,1,/data/lcd?lcdid=34037&ver=22
57049,13,01/10/2017,55430,2,228,,,1,/data/article?articleid=55430&ver=2
57049,13,01/10/2017,,,228,36901,4,2,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=36901:3
57049,13,09/06/2019,,,238,36902,16,3,/data/lcd?lcdid=36902&ver=16
59215,9,12/29/2022,,,238,39434,8,1,/data/lcd?lcdid=39434&ver=8
56462,32,01/28/2020,,,228,34356,31,1,/data/lcd?lcdid=34356&ver=31
56462,32,05/21/2026,,,228,40386,6,2,/data/lcd?lcdid=40386&ver=6
56461,26,10/23/2019,,,228,34081,26,1,/data/lcd?lcdid=34081&ver=26
56518,28,05/25/2021,,,345,38121,11,1,/data/lcd?lcdid=38121&ver=11
56518,28,05/25/2021,,,345,38125,11,2,/data/lcd?lcdid=38125&ver=11
57843,12,03/18/2024,,,345,36256,54,1,/data/lcd?lcdid=36256&ver=54
56104,17,07/25/2023,,,345,36256,54,1,/data/lcd?lcdid=36256&ver=54
54420,28,07/21/2015,,,345,36256,54,1,/data/lcd?lcdid=36256&ver=54
54388,35,07/21/2015,,,345,36256,54,1,/data/lcd?lcdid=36256&ver=54
57595,20,10/15/2019,,,143,35486,22,1,/data/lcd?lcdid=35486&ver=22
57236,22,10/16/2020,,,345,38341,14,1,/data/lcd?lcdid=38341&ver=14
57236,22,10/16/2020,,,345,38340,7,2,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=38340:6
57330,17,06/29/2020,58272,3,345,,,1,/data/article?articleid=58272&ver=3
57330,17,06/29/2020,,,345,38329,10,2,/data/lcd?lcdid=38329&ver=10
57330,17,06/29/2020,,,345,38328,7,3,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=38328:6
58975,28,11/03/2022,,,345,39232,6,1,/data/lcd?lcdid=39232&ver=6
58185,20,05/13/2021,,,345,38645,8,1,/data/lcd?lcdid=38645&ver=8
57620,9,01/23/2017,,,345,36946,4,1,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=36946:3
57620,9,10/16/2019,,,345,36947,21,2,/data/lcd?lcdid=36947&ver=21
58726,82,02/21/2022,,,345,39003,15,1,/data/lcd?lcdid=39003&ver=15
58456,43,11/12/2021,,,345,38816,6,1,/data/lcd?lcdid=38816&ver=6
56454,12,01/28/2020,,,228,33945,21,1,/data/lcd?lcdid=33945&ver=21
53296,23,12/22/2016,55215,9,364,,,2,/data/article?articleid=55215&ver=9
53296,23,05/02/2018,53287,12,364,,,3,https://localcoverage.cms.gov/mcd_archive/view/article.aspx?articleInfo=53287:8
58095,16,07/27/2022,59211,3,364,,,1,/data/article?articleid=59211&ver=3
58095,16,07/27/2022,,,364,38613,16,2,/data/lcd?lcdid=38613&ver=16
58227,20,10/24/2025,,,364,38705,14,1,/data/lcd?lcdid=38705&ver=14
59244,18,01/27/2023,,,364,39462,9,1,/data/lcd?lcdid=39462&ver=9
54660,14,09/01/2015,,,364,34314,53,1,/data/lcd?lcdid=34314&ver=53
57083,14,09/10/2019,,,364,35526,43,1,/data/lcd?lcdid=35526&ver=43
59466,7,12/08/2023,,,364,39642,11,1,/data/lcd?lcdid=39642&ver=11
59175,11,01/13/2023,,,364,39396,7,1,/data/lcd?lcdid=39396&ver=7
52848,42,04/02/2014,,,297,33646,40,1,/data/lcd?lcdid=33646&ver=40
56472,23,11/19/2019,,,228,33949,26,1,/data/lcd?lcdid=33949&ver=26
56646,24,07/02/2019,,,394,33458,70,1,/data/lcd?lcdid=33458&ver=70
57474,34,09/14/2021,58775,4,143,,,1,https://localcoverage.cms.gov/mcd_archive/view/article.aspx?articleInfo=58775:3
57474,34,09/22/2021,,,143,34635,37,2,/data/lcd?lcdid=34635&ver=37
57474,34,09/14/2021,,,143,39052,4,3,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39052:3
56455,12,01/28/2020,,,228,37254,16,1,/data/lcd?lcdid=37254&ver=16
56494,17,01/28/2020,,,228,33960,27,1,/data/lcd?lcdid=33960&ver=27
56471,18,01/28/2020,,,228,36975,24,1,/data/lcd?lcdid=36975&ver=24
56816,16,01/28/2020,,,228,34008,23,1,/data/lcd?lcdid=34008&ver=23
56456,32,01/28/2020,,,228,34005,34,1,/data/lcd?lcdid=34005&ver=34
56460,14,01/28/2020,,,228,34062,42,1,/data/lcd?lcdid=34062&ver=42
56457,15,01/28/2020,,,228,33999,21,1,/data/lcd?lcdid=33999&ver=21
57179,22,09/16/2019,,,368,33756,23,1,/data/lcd?lcdid=33756&ver=23
56505,41,04/18/2019,,,331,35016,36,1,/data/lcd?lcdid=35016&ver=36
60400,4,02/20/2026,,,391,40228,4,1,/data/lcd?lcdid=40228&ver=4
57592,19,06/10/2015,54398,2,143,,,1,/data/article?articleid=54398&ver=2
57592,19,10/15/2019,,,143,35753,40,2,/data/lcd?lcdid=35753&ver=40
59700,5,02/12/2026,,,143,36807,45,1,/data/lcd?lcdid=36807&ver=45
55197,35,03/15/2022,57878,26,143,,,1,/data/article?articleid=57878&ver=26
55197,35,02/08/2022,,,143,38158,9,2,/data/lcd?lcdid=38158&ver=9
55197,35,02/08/2022,,,143,38176,13,3,/data/lcd?lcdid=38176&ver=13
54953,70,04/22/2020,56902,50,147,,,1,/data/article?articleid=56902&ver=50
54953,70,04/16/2020,56903,15,147,,,2,/data/article?articleid=56903&ver=15
54953,70,04/16/2020,57476,22,147,,,3,/data/article?articleid=57476&ver=22
54953,70,04/16/2020,,,147,34636,38,5,/data/lcd?lcdid=34636&ver=38
54953,70,04/16/2020,,,147,35490,85,6,/data/lcd?lcdid=35490&ver=85
54953,70,04/16/2020,,,147,36839,23,7,/data/lcd?lcdid=36839&ver=23
59423,4,08/14/2023,,,238,39616,5,1,/data/lcd?lcdid=39616&ver=5
59163,7,06/15/2023,,,228,39389,6,1,/data/lcd?lcdid=39389&ver=6
59318,13,06/22/2023,,,238,39521,8,1,/data/lcd?lcdid=39521&ver=8
57774,16,03/16/2021,58670,4,345,,,1,/data/article?articleid=58670&ver=4
57774,16,03/16/2021,,,345,37824,19,2,/data/lcd?lcdid=37824&ver=19
54424,20,07/21/2015,,,345,36256,54,1,/data/lcd?lcdid=36256&ver=54
54447,26,07/21/2015,,,345,36256,54,1,/data/lcd?lcdid=36256&ver=54
54482,16,07/21/2015,,,345,36256,54,1,/data/lcd?lcdid=36256&ver=54
54486,13,07/21/2015,,,345,36256,54,1,/data/lcd?lcdid=36256&ver=54
54500,24,07/21/2015,,,345,36256,54,1,/data/lcd?lcdid=36256&ver=54
54976,16,08/13/2025,57055,21,345,,,1,/data/article?articleid=57055&ver=21
54976,16,04/01/2016,,,345,36362,34,2,/data/lcd?lcdid=36362&ver=34
55295,30,08/20/2025,,,353,38974,9,2,/data/lcd?lcdid=38974&ver=9
55600,17,09/28/2017,,,345,36186,37,1,/data/lcd?lcdid=36186&ver=37
55600,17,08/25/2025,,,353,39927,11,2,/data/lcd?lcdid=39927&ver=11
55712,22,05/30/2018,,,345,36256,54,1,/data/lcd?lcdid=36256&ver=54
53065,76,09/11/2014,,,226,34428,93,1,/data/lcd?lcdid=34428&ver=93
53064,87,09/11/2014,,,226,34427,100,1,/data/lcd?lcdid=34427&ver=100
56432,25,04/12/2019,,,391,35677,88,1,/data/lcd?lcdid=35677&ver=88
59371,7,09/18/2023,,,391,39573,3,1,/data/lcd?lcdid=39573&ver=3
59036,23,07/05/2022,,,391,39266,3,1,/data/lcd?lcdid=39266&ver=3
52507,156,03/06/2017,55426,132,389,,,1,/data/article?articleid=55426&ver=132
52507,156,04/04/2014,,,137,33794,171,2,/data/lcd?lcdid=33794&ver=171
56777,16,08/01/2019,,,374,33456,71,1,/data/lcd?lcdid=33456&ver=71
59030,13,07/01/2022,,,391,39260,5,1,/data/lcd?lcdid=39260&ver=5
59498,10,02/07/2024,,,391,39671,5,1,/data/lcd?lcdid=39671&ver=5
58354,15,04/12/2024,,,391,38769,14,1,/data/lcd?lcdid=38769&ver=14
59672,8,11/08/2024,59192,15,391,,,1,/data/article?articleid=59192&ver=15
59672,8,12/23/2024,,,391,39797,13,2,/data/lcd?lcdid=39797&ver=13
59723,10,08/29/2024,,,391,39853,3,1,/data/lcd?lcdid=39853&ver=3
58876,12,02/11/2022,,,391,39121,9,1,/data/lcd?lcdid=39121&ver=9
56852,24,08/15/2019,,,391,34576,72,1,/data/lcd?lcdid=34576&ver=72
58008,22,10/24/2025,,,391,38549,17,1,/data/lcd?lcdid=38549&ver=17
56658,42,07/02/2019,,,391,33428,53,1,/data/lcd?lcdid=33428&ver=53
59028,12,12/01/2023,,,391,39258,12,1,/data/lcd?lcdid=39258&ver=12
57372,18,10/16/2020,,,364,38338,7,1,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=38338:6
57372,18,10/16/2020,,,364,38339,17,2,/data/lcd?lcdid=38339&ver=17
57516,12,12/01/2017,55778,4,364,,,1,/data/article?articleid=55778&ver=4
57516,12,11/16/2017,,,364,37298,5,2,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=37298:4
57516,12,10/09/2019,,,364,37299,30,3,/data/lcd?lcdid=37299&ver=30
57329,18,06/29/2020,58271,3,364,,,1,/data/article?articleid=58271&ver=3
57329,18,06/29/2020,,,364,38326,7,2,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=38326:6
57329,18,06/29/2020,,,364,38327,10,3,/data/lcd?lcdid=38327&ver=10
57486,10,04/29/2016,55048,2,364,,,1,/data/article?articleid=55048&ver=2
57486,10,04/29/2016,,,360,36307,4,2,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=36307:3
57486,10,04/29/2016,,,364,36334,4,3,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=36334:3
57486,10,10/08/2019,,,364,36335,25,4,/data/lcd?lcdid=36335&ver=25
57619,8,01/23/2017,,,364,36940,6,1,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=36940:5
57619,8,10/16/2019,,,364,36941,22,2,/data/lcd?lcdid=36941&ver=22
58052,9,04/16/2020,,,364,38151,9,1,/data/lcd?lcdid=38151&ver=9
58181,24,06/15/2023,,,364,38647,14,1,/data/lcd?lcdid=38647&ver=14
58183,19,05/13/2021,,,364,38643,8,1,/data/lcd?lcdid=38643&ver=8
58973,27,11/03/2022,,,364,39230,7,1,/data/lcd?lcdid=39230&ver=7
59509,5,06/25/2025,60201,8,360,,,1,/data/article?articleid=60201&ver=8
59509,5,06/07/2024,,,364,39682,8,2,/data/lcd?lcdid=39682&ver=8
59835,8,06/27/2025,,,364,39923,14,1,/data/lcd?lcdid=39923&ver=14
59872,9,06/25/2025,,,360,39947,4,1,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39947:3
59872,9,06/04/2025,,,365,39948,7,2,/data/lcd?lcdid=39948&ver=7
58996,31,05/03/2022,,,364,38814,4,1,/data/lcd?lcdid=38814&ver=4
59764,16,10/11/2024,59763,9,368,,,1,https://localcoverage.cms.gov/mcd_archive/view/article.aspx?articleInfo=59763:8
59764,16,10/11/2024,59893,3,368,,,2,/data/article?articleid=59893&ver=3
59764,16,10/11/2024,,,368,39877,4,3,/data/lcd?lcdid=39877&ver=4
58577,33,05/21/2021,58770,5,370,,,1,/data/article?articleid=58770&ver=5
58577,33,05/21/2021,,,370,38918,8,2,/data/lcd?lcdid=38918&ver=8
57145,32,09/16/2019,,,368,33411,29,2,/data/lcd?lcdid=33411&ver=29
57115,10,09/11/2019,,,370,33923,14,1,/data/lcd?lcdid=33923&ver=14
56952,50,03/05/2021,,,368,38396,25,1,/data/lcd?lcdid=38396&ver=25
58250,19,11/06/2020,,,368,38720,6,1,/data/lcd?lcdid=38720&ver=6
58250,19,11/06/2020,58530,4,368,,,2,/data/article?articleid=58530&ver=4
55818,26,01/17/2023,,,368,37166,23,1,/data/lcd?lcdid=37166&ver=23
57666,36,12/10/2021,58960,7,368,,,1,/data/article?articleid=58960&ver=7
57666,36,12/10/2021,,,368,33833,26,2,/data/lcd?lcdid=33833&ver=26
59766,29,10/11/2024,59765,6,331,,,1,https://localcoverage.cms.gov/mcd_archive/view/article.aspx?articleInfo=59765:5
59766,29,10/11/2024,59894,3,331,,,2,/data/article?articleid=59894&ver=3
59766,29,10/11/2024,,,331,39879,10,3,/data/lcd?lcdid=39879&ver=10
58575,38,05/21/2021,58769,7,335,,,1,/data/article?articleid=58769&ver=7
58575,38,05/21/2021,,,335,38916,8,2,/data/lcd?lcdid=38916&ver=8
57361,46,09/25/2019,,,331,35049,58,1,/data/lcd?lcdid=35049&ver=58
57205,39,09/27/2018,53252,237,331,,,1,/data/article?articleid=53252&ver=237
57205,39,09/27/2018,,,331,35448,87,2,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=35448:61
57205,39,09/17/2019,,,331,35434,30,3,/data/lcd?lcdid=35434&ver=30
56423,59,03/05/2021,,,331,35083,108,1,/data/lcd?lcdid=35083&ver=108
56422,50,03/22/2019,,,331,35022,67,1,/data/lcd?lcdid=35022&ver=67
55229,46,11/06/2020,58378,5,331,,,1,/data/article?articleid=58378&ver=5
55229,46,11/06/2020,,,331,34924,79,2,/data/lcd?lcdid=34924&ver=79
53001,45,04/12/2019,,,331,35125,77,1,/data/lcd?lcdid=35125&ver=77
52998,50,12/10/2021,,,331,34887,53,1,/data/lcd?lcdid=34887&ver=53
52998,50,12/10/2021,58961,8,331,,,2,/data/article?articleid=58961&ver=8
58264,8,11/06/2020,58537,5,368,,,1,https://localcoverage.cms.gov/mcd_archive/view/article.aspx?articleInfo=58537:4
58264,8,02/14/2025,59932,5,368,,,2,/data/article?articleid=59932&ver=5
58264,8,11/06/2020,,,368,38726,17,3,/data/lcd?lcdid=38726&ver=17
58264,8,08/22/2024,,,368,39996,8,4,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39996:7
58243,7,11/06/2020,58377,7,331,,,1,https://localcoverage.cms.gov/mcd_archive/view/article.aspx?articleInfo=58377:6
58243,7,02/14/2025,59931,5,331,,,2,/data/article?articleid=59931&ver=5
58243,7,11/06/2020,,,331,38712,18,3,/data/lcd?lcdid=38712&ver=18
58243,7,08/22/2024,,,331,39983,9,4,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39983:8
57751,28,07/17/2026,60333,12,331,,,1,/data/article?articleid=60333&ver=12
57751,28,07/17/2026,60436,4,331,,,2,/data/article?articleid=60436&ver=4
57751,28,07/17/2026,,,331,35010,50,3,/data/lcd?lcdid=35010&ver=50
57114,21,07/17/2026,60340,11,368,,,1,/data/article?articleid=60340&ver=11
57114,21,07/17/2026,60437,4,368,,,2,/data/article?articleid=60437&ver=4
57114,21,07/17/2026,,,368,33912,23,3,/data/lcd?lcdid=33912&ver=23
57113,44,09/11/2019,,,331,34938,68,1,/data/lcd?lcdid=34938&ver=68
56796,31,08/01/2019,,,331,36007,65,1,/data/lcd?lcdid=36007&ver=65
57680,9,11/16/2017,55813,3,368,,,1,https://localcoverage.cms.gov/mcd_archive/view/article.aspx?articleInfo=55813:2
57680,9,10/23/2019,,,368,36377,7,2,/data/lcd?lcdid=36377&ver=7
57680,9,08/06/2020,58372,3,368,,,3,https://localcoverage.cms.gov/mcd_archive/view/article.aspx?articleInfo=58372:2
54117,88,06/23/2016,,,331,35041,113,1,/data/lcd?lcdid=35041&ver=113
57480,31,10/08/2019,,,143,34616,44,1,/data/lcd?lcdid=34616&ver=44
56902,50,04/12/2022,54953,70,147,,,1,/data/article?articleid=54953&ver=70
56902,50,04/12/2022,57552,19,143,,,2,/data/article?articleid=57552&ver=19
56902,50,04/12/2022,57944,25,143,,,3,/data/article?articleid=57944&ver=25
56902,50,04/12/2022,58209,9,143,,,4,/data/article?articleid=58209&ver=9
56902,50,04/12/2022,58213,16,143,,,5,/data/article?articleid=58213&ver=16
56902,50,04/12/2022,58471,10,143,,,6,/data/article?articleid=58471&ver=10
56902,50,04/12/2022,58473,11,143,,,7,/data/article?articleid=58473&ver=11
56902,50,04/12/2022,,,143,35121,35,8,/data/lcd?lcdid=35121&ver=35
56902,50,05/06/2022,,,143,35490,85,9,/data/lcd?lcdid=35490&ver=85
56902,50,08/23/2023,,,143,38682,13,10,/data/lcd?lcdid=38682&ver=13
56902,50,04/12/2022,,,143,38686,18,11,/data/lcd?lcdid=38686&ver=18
56902,50,04/12/2022,,,143,38837,7,12,/data/lcd?lcdid=38837&ver=7
56902,50,04/12/2022,,,143,38839,12,13,/data/lcd?lcdid=38839&ver=12
56902,50,05/06/2022,,,143,39246,4,14,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39246:3
56902,50,05/16/2023,,,143,39612,4,15,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39612:1
59553,11,01/31/2024,59552,4,143,,,1,https://localcoverage.cms.gov/mcd_archive/view/article.aspx?articleInfo=59552:3
59553,11,02/06/2024,,,143,39713,7,2,/data/lcd?lcdid=39713&ver=7
58209,9,10/29/2020,56902,50,143,,,1,/data/article?articleid=56902&ver=50
58209,9,10/29/2020,58208,3,143,,,2,https://localcoverage.cms.gov/mcd_archive/view/article.aspx?articleInfo=58208:2
58209,9,11/03/2020,58539,3,143,,,3,/data/article?articleid=58539&ver=3
58209,9,01/11/2022,59002,4,143,,,4,https://localcoverage.cms.gov/mcd_archive/view/article.aspx?articleInfo=59002:1
58209,9,10/11/2022,,,143,35490,85,5,/data/lcd?lcdid=35490&ver=85
58209,9,10/11/2022,,,143,38681,3,6,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=38681:3
58209,9,05/16/2023,,,143,39612,4,8,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39612:1
58209,9,05/19/2025,,,143,40194,3,9,/data/lcd?lcdid=40194&ver=3
58209,9,10/21/2025,60346,2,143,,,10,/data/article?articleid=60346&ver=2
58209,9,10/21/2025,,,143,38682,13,11,/data/lcd?lcdid=38682&ver=13
57596,19,10/12/2015,,,143,35999,3,1,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=35999:2
57596,19,10/12/2015,54694,2,143,,,2,/data/article?articleid=54694&ver=2
57596,19,10/15/2019,,,143,36000,21,3,/data/lcd?lcdid=36000&ver=21
56914,19,08/13/2019,,,143,34536,36,1,/data/lcd?lcdid=34536&ver=36
