last_updated,lcd_id,lcd_version,r_article_id,r_article_version,r_contractor_id,r_lcd_id,r_lcd_version,related_num,url
09/14/2021,34635,37,58775,4,143,,,1,https://localcoverage.cms.gov/mcd_archive/view/article.aspx?articleInfo=58775:3
09/14/2021,34635,37,,,143,39052,4,2,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39052:3
09/22/2021,34635,37,57474,34,143,,,3,/data/article?articleid=57474&ver=34
09/22/2021,34635,37,58907,2,143,,,4,/data/article?articleid=58907&ver=2
04/02/2014,33646,40,52848,42,297,,,1,/data/article?articleid=52848&ver=42
03/28/2019,33949,26,56472,23,228,,,2,/data/article?articleid=56472&ver=23
01/10/2017,33458,70,55428,3,378,,,1,https://localcoverage.cms.gov/mcd_archive/view/article.aspx?articleInfo=55428:2
01/10/2017,33458,70,,,378,36928,4,2,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=36928:3
06/25/2019,33458,70,56646,24,394,,,3,/data/article?articleid=56646&ver=24
09/14/2017,37254,16,,,228,37253,4,1,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=37253:3
11/08/2017,37254,16,55737,3,228,,,2,https://localcoverage.cms.gov/mcd_archive/view/article.aspx?articleInfo=55737:2
03/29/2019,37254,16,56455,12,228,,,3,/data/article?articleid=56455&ver=12
04/08/2019,33960,27,56494,17,228,,,1,/data/article?articleid=56494&ver=17
01/10/2017,36975,24,55429,3,228,,,1,https://localcoverage.cms.gov/mcd_archive/view/article.aspx?articleInfo=55429:1
01/10/2017,36975,24,,,228,36974,4,2,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=36974:3
01/23/2017,36975,24,55451,2,228,,,3,/data/article?articleid=55451&ver=2
03/28/2019,36975,24,56471,18,228,,,4,/data/article?articleid=56471&ver=18
03/29/2019,34005,34,56456,32,228,,,2,/data/article?articleid=56456&ver=32
03/29/2019,34062,42,56460,14,228,,,1,/data/article?articleid=56460&ver=14
03/28/2019,33999,21,56457,15,228,,,2,/data/article?articleid=56457&ver=15
07/31/2019,34008,23,56816,16,228,,,2,/data/article?articleid=56816&ver=16
12/14/2018,37537,20,,,143,37536,4,1,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=37536:3
12/18/2018,37537,20,56235,2,143,,,2,/data/article?articleid=56235&ver=2
12/18/2018,37537,20,55703,27,143,,,3,/data/article?articleid=55703&ver=27
12/19/2025,35490,85,54953,70,147,,,1,/data/article?articleid=54953&ver=70
05/06/2022,35490,85,56902,50,143,,,2,/data/article?articleid=56902&ver=50
10/16/2025,35490,85,57552,19,143,,,3,/data/article?articleid=57552&ver=19
04/12/2022,35490,85,57944,25,143,,,4,/data/article?articleid=57944&ver=25
10/11/2022,35490,85,58209,9,143,,,5,/data/article?articleid=58209&ver=9
04/12/2022,35490,85,58213,16,143,,,6,/data/article?articleid=58213&ver=16
04/12/2022,35490,85,58471,10,143,,,7,/data/article?articleid=58471&ver=10
04/12/2022,35490,85,58473,11,143,,,8,/data/article?articleid=58473&ver=11
04/12/2022,35490,85,59002,4,143,,,9,https://localcoverage.cms.gov/mcd_archive/view/article.aspx?articleInfo=59002:3
04/20/2022,35490,85,59090,2,143,,,10,/data/article?articleid=59090&ver=2
04/12/2022,35490,85,,,143,35121,35,11,/data/lcd?lcdid=35121&ver=35
04/12/2022,35490,85,,,143,38528,9,12,/data/lcd?lcdid=38528&ver=9
08/16/2023,35490,85,,,143,38682,13,13,/data/lcd?lcdid=38682&ver=13
04/12/2022,35490,85,,,143,38686,18,14,/data/lcd?lcdid=38686&ver=18
04/12/2022,35490,85,,,143,38837,7,15,/data/lcd?lcdid=38837&ver=7
04/12/2022,35490,85,,,143,38839,12,16,/data/lcd?lcdid=38839&ver=12
04/12/2022,35490,85,,,143,39246,4,17,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39246:3
05/16/2023,35490,85,,,143,39612,4,18,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39612:1
02/20/2026,40228,4,60247,6,391,,,1,/data/article?articleid=60247&ver=6
02/20/2026,40228,4,60400,4,391,,,2,/data/article?articleid=60400&ver=4
02/20/2026,40228,4,,,391,40227,5,3,/data/lcd?lcdid=40227&ver=5
02/08/2022,38176,13,55197,35,143,,,1,/data/article?articleid=55197&ver=35
12/18/2019,38176,13,57878,26,143,,,2,/data/article?articleid=57878&ver=26
12/18/2019,38176,13,57879,2,143,,,3,/data/article?articleid=57879&ver=2
12/16/2019,38176,13,,,143,38175,3,4,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=38175:2
03/09/2021,37913,17,56335,14,143,,,1,/data/article?articleid=56335&ver=14
03/02/2021,37913,17,58201,4,143,,,2,https://localcoverage.cms.gov/mcd_archive/view/article.aspx?articleInfo=58201:3
11/24/2021,37913,17,58676,2,143,,,3,/data/article?articleid=58676&ver=2
03/02/2021,37913,17,,,143,38674,4,4,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=38674:3
04/13/2016,36523,35,,,143,36522,3,1,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=36522:2
04/13/2016,36523,35,55003,2,143,,,2,/data/article?articleid=55003&ver=2
11/13/2019,36523,35,55235,15,143,,,3,/data/article?articleid=55235&ver=15
11/14/2019,36523,35,57559,20,143,,,4,/data/article?articleid=57559&ver=20
10/30/2019,34771,51,57554,52,143,,,1,/data/article?articleid=57554&ver=52
06/10/2015,35751,50,54400,2,143,,,1,/data/article?articleid=54400&ver=2
11/16/2015,35751,50,,,144,34536,36,2,/data/lcd?lcdid=34536&ver=36
10/30/2019,35751,50,57594,22,143,,,3,/data/article?articleid=57594&ver=22
06/10/2015,35753,40,54398,2,143,,,1,/data/article?articleid=54398&ver=2
10/30/2019,35753,40,57592,19,143,,,2,/data/article?articleid=57592&ver=19
08/14/2023,39616,5,59423,4,238,,,1,/data/article?articleid=59423&ver=4
08/14/2023,39616,5,59503,2,238,,,2,/data/article?articleid=59503&ver=2
04/17/2020,38288,11,57141,47,228,,,1,/data/article?articleid=57141&ver=47
04/17/2020,38288,11,58040,2,228,,,2,/data/article?articleid=58040&ver=2
06/22/2023,39521,8,59318,13,238,,,1,/data/article?articleid=59318&ver=13
06/22/2023,39521,8,59355,6,238,,,2,/data/article?articleid=59355&ver=6
02/03/2016,36159,22,54894,4,345,,,1,/data/article?articleid=54894&ver=4
02/03/2016,36159,22,,,345,36158,4,2,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=36158:3
02/03/2016,36159,22,,,351,36156,4,3,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=36156:3
10/08/2019,36159,22,57424,14,345,,,4,/data/article?articleid=57424&ver=14
02/05/2016,36192,25,54896,3,351,,,1,/data/article?articleid=54896&ver=3
02/05/2016,36192,25,,,351,36189,4,2,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=36189:3
02/05/2016,36192,25,,,345,36191,4,3,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=36191:3
10/08/2019,36192,25,57433,14,345,,,4,/data/article?articleid=57433&ver=14
03/23/2016,36362,34,54976,16,345,,,1,/data/article?articleid=54976&ver=16
03/23/2016,36362,34,54979,4,345,,,2,/data/article?articleid=54979&ver=4
09/17/2019,36362,34,57055,21,345,,,3,/data/article?articleid=57055&ver=21
03/23/2016,36362,34,,,351,36359,4,4,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=36359:3
03/23/2016,36362,34,,,345,36361,4,5,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=36361:3
03/03/2016,36386,24,,,351,36383,4,1,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=36383:3
03/03/2016,36386,24,,,345,36385,4,2,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=36385:3
10/08/2019,36386,24,57364,14,345,,,3,/data/article?articleid=57364&ver=14
10/09/2019,36544,21,57465,9,345,,,1,/data/article?articleid=57465&ver=9
05/04/2016,36544,21,,,345,36543,6,2,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=36543:5
07/20/2017,37072,25,55659,2,345,,,1,/data/article?articleid=55659&ver=2
07/20/2017,37072,25,,,345,37071,6,2,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=37071:5
11/11/2019,37072,25,57622,17,345,,,3,/data/article?articleid=57622&ver=17
05/19/2021,37311,21,57608,16,345,,,1,/data/article?articleid=57608&ver=16
05/19/2021,37311,21,58786,4,345,,,2,/data/article?articleid=58786&ver=4
05/19/2021,37311,21,,,345,38633,4,3,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=38633:3
06/10/2022,37748,31,,,345,39011,5,1,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39011:4
06/16/2022,37748,31,59135,3,345,,,2,/data/article?articleid=59135&ver=3
06/16/2022,37748,31,57290,18,345,,,3,/data/article?articleid=57290&ver=18
03/16/2021,37824,19,57774,16,345,,,1,/data/article?articleid=57774&ver=16
03/16/2021,37824,19,58670,4,345,,,2,/data/article?articleid=58670&ver=4
02/23/2021,37824,19,,,345,38632,4,3,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=38632:3
03/27/2019,37891,24,,,345,37890,6,1,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=37890:5
03/27/2019,37891,24,56376,3,345,,,2,/data/article?articleid=56376&ver=3
10/08/2019,37891,24,57420,15,345,,,3,/data/article?articleid=57420&ver=15
09/19/2020,38333,20,,,345,38332,4,1,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=38332:3
10/14/2020,38333,20,57376,21,345,,,2,/data/article?articleid=57376&ver=21
10/14/2020,38333,20,58506,4,345,,,3,/data/article?articleid=58506&ver=4
03/19/2019,37899,14,,,345,37898,8,1,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=37898:7
04/11/2019,37899,14,56410,6,345,,,2,/data/article?articleid=56410&ver=6
10/24/2019,37899,14,57665,10,345,,,3,/data/article?articleid=57665&ver=10
06/10/2022,39007,10,,,345,39006,6,1,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39006:5
06/13/2022,39007,10,59144,3,345,,,2,/data/article?articleid=59144&ver=3
06/23/2022,39007,10,58724,14,345,,,3,/data/article?articleid=58724&ver=14
04/01/2023,39264,8,,,345,39263,7,1,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39263:6
04/05/2023,39264,8,59354,5,345,,,2,/data/article?articleid=59354&ver=5
04/05/2023,39264,8,59034,7,345,,,3,/data/article?articleid=59034&ver=7
05/15/2023,39375,4,,,345,39374,5,1,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39374:4
06/15/2023,39375,4,59441,4,345,,,2,/data/article?articleid=59441&ver=4
06/15/2023,39375,4,59181,8,345,,,3,/data/article?articleid=59181&ver=8
07/26/2023,39469,9,,,345,39468,5,1,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39468:4
08/25/2023,39469,9,59524,3,345,,,2,/data/article?articleid=59524&ver=3
08/25/2023,39469,9,59522,11,345,,,3,/data/article?articleid=59522&ver=11
08/01/2024,39688,4,59515,5,345,,,1,/data/article?articleid=59515&ver=5
08/01/2024,39688,4,59853,3,345,,,2,/data/article?articleid=59853&ver=3
06/28/2024,39594,6,59401,5,345,,,1,/data/article?articleid=59401&ver=5
06/28/2024,39594,6,59831,4,345,,,2,/data/article?articleid=59831&ver=4
08/01/2024,39680,5,59507,6,345,,,1,/data/article?articleid=59507&ver=6
08/01/2024,39680,5,59855,4,345,,,2,/data/article?articleid=59855&ver=4
06/25/2025,39946,8,59869,4,353,,,1,https://localcoverage.cms.gov/mcd_archive/view/article.aspx?articleInfo=59869:3
06/04/2025,39946,8,59870,8,353,,,2,/data/article?articleid=59870&ver=8
06/04/2025,39946,8,60207,4,353,,,3,/data/article?articleid=60207&ver=4
06/04/2025,39946,8,,,353,39945,6,4,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39945:5
08/16/2016,36690,38,55276,2,228,,,1,/data/article?articleid=55276&ver=2
08/16/2016,36690,38,,,228,36689,6,2,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=36689:5
07/05/2019,36690,38,56696,43,228,,,3,/data/article?articleid=56696&ver=43
12/29/2025,39857,7,59726,19,228,,,1,/data/article?articleid=59726&ver=19
12/29/2025,39857,7,60352,4,228,,,2,/data/article?articleid=60352&ver=4
12/29/2025,39836,8,59714,16,391,,,1,/data/article?articleid=59714&ver=16
12/29/2025,39836,8,60349,6,391,,,2,/data/article?articleid=60349&ver=6
12/29/2025,39836,8,,,391,39835,10,3,/data/lcd?lcdid=39835&ver=10
06/10/2022,37750,32,,,364,39010,5,1,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39010:4
06/16/2022,37750,32,59134,3,364,,,2,/data/article?articleid=59134&ver=3
06/16/2022,37750,32,57268,21,364,,,3,/data/article?articleid=57268&ver=21
01/28/2026,37750,32,59135,3,353,,,4,/data/article?articleid=59135&ver=3
02/05/2016,36188,26,54895,2,360,,,1,/data/article?articleid=54895&ver=2
02/05/2016,36188,26,,,360,36095,4,2,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=36095:3
02/05/2016,36188,26,,,364,36187,4,3,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=36187:3
10/08/2019,36188,26,57432,12,364,,,4,/data/article?articleid=57432&ver=12
01/28/2026,36188,26,54896,3,357,,,5,/data/article?articleid=54896&ver=3
05/30/2023,39373,6,,,364,39372,5,1,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39372:4
06/15/2023,39373,6,59440,6,364,,,2,/data/article?articleid=59440&ver=6
06/15/2023,39373,6,59179,10,364,,,3,/data/article?articleid=59179&ver=10
01/28/2026,39373,6,59441,4,352,,,4,/data/article?articleid=59441&ver=4
06/28/2024,39589,4,59386,4,364,,,1,/data/article?articleid=59386&ver=4
06/28/2024,39589,4,59830,5,364,,,2,/data/article?articleid=59830&ver=5
01/28/2026,39589,4,59831,4,353,,,3,/data/article?articleid=59831&ver=4
07/26/2023,39467,9,,,364,39466,6,1,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39466:5
08/25/2023,39467,9,59523,3,364,,,2,/data/article?articleid=59523&ver=3
08/25/2023,39467,9,59521,11,364,,,3,/data/article?articleid=59521&ver=11
01/28/2026,39467,9,59524,3,353,,,4,/data/article?articleid=59524&ver=3
08/01/2024,39678,5,59505,5,364,,,1,/data/article?articleid=59505&ver=5
08/01/2024,39678,5,59854,4,364,,,2,/data/article?articleid=59854&ver=4
01/28/2026,39678,5,59855,4,353,,,3,/data/article?articleid=59855&ver=4
06/13/2022,39005,9,59142,4,364,,,1,/data/article?articleid=59142&ver=4
06/10/2022,39005,9,,,364,39004,7,2,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39004:6
06/23/2022,39005,9,58718,16,364,,,3,/data/article?articleid=58718&ver=16
01/28/2026,39005,9,59144,3,352,,,4,/data/article?articleid=59144&ver=3
04/01/2023,39262,8,,,364,39261,8,1,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39261:7
04/05/2023,39262,8,59353,5,364,,,2,/data/article?articleid=59353&ver=5
04/05/2023,39262,8,59032,7,364,,,3,/data/article?articleid=59032&ver=7
01/28/2026,39262,8,59354,5,353,,,4,/data/article?articleid=59354&ver=5
09/19/2020,38331,25,,,364,38330,5,1,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=38330:4
10/14/2020,38331,25,57124,21,364,,,2,/data/article?articleid=57124&ver=21
10/14/2020,38331,25,58505,4,364,,,3,/data/article?articleid=58505&ver=4
01/28/2026,38331,25,58506,4,353,,,4,/data/article?articleid=58506&ver=4
03/03/2016,36380,27,,,360,36319,5,1,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=36319:4
03/03/2016,36380,27,,,364,36379,5,2,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=36379:4
10/08/2019,36380,27,57363,14,364,,,3,/data/article?articleid=57363&ver=14
03/16/2021,37822,19,57773,17,364,,,1,/data/article?articleid=57773&ver=17
03/16/2021,37822,19,58669,4,364,,,2,/data/article?articleid=58669&ver=4
02/23/2021,37822,19,,,364,38630,5,3,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=38630:4
01/28/2026,37822,19,58670,4,353,,,4,/data/article?articleid=58670&ver=4
07/20/2017,37070,26,55657,4,364,,,1,/data/article?articleid=55657&ver=4
07/20/2017,37070,26,,,364,37069,5,2,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=37069:4
11/11/2019,37070,26,57621,17,364,,,3,/data/article?articleid=57621&ver=17
01/28/2026,37070,26,55659,2,357,,,4,/data/article?articleid=55659&ver=2
05/19/2021,37295,22,57607,15,360,,,1,/data/article?articleid=57607&ver=15
05/19/2021,37295,22,58783,4,360,,,2,/data/article?articleid=58783&ver=4
05/19/2021,37295,22,,,360,38631,5,3,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=38631:4
01/28/2026,37295,22,58786,4,353,,,4,/data/article?articleid=58786&ver=4
03/27/2019,37887,25,,,364,37886,5,1,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=37886:4
03/27/2019,37887,25,56375,3,364,,,2,/data/article?articleid=56375&ver=3
10/08/2019,37887,25,57419,16,364,,,3,/data/article?articleid=57419&ver=16
01/28/2026,37887,25,56376,3,357,,,4,/data/article?articleid=56376&ver=3
08/01/2024,39686,4,59513,4,364,,,1,/data/article?articleid=59513&ver=4
08/01/2024,39686,4,59851,3,364,,,2,/data/article?articleid=59851&ver=3
01/28/2026,39686,4,59853,3,357,,,3,/data/article?articleid=59853&ver=3
06/04/2025,39944,7,59868,8,360,,,1,/data/article?articleid=59868&ver=8
06/04/2025,39944,7,60206,4,360,,,2,/data/article?articleid=60206&ver=4
06/04/2025,39944,7,,,360,39943,5,3,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39943:4
06/25/2025,39944,7,59867,4,360,,,4,https://localcoverage.cms.gov/mcd_archive/view/article.aspx?articleInfo=59867:3
01/28/2026,39944,7,60207,4,353,,,5,/data/article?articleid=60207&ver=4
02/03/2016,36155,23,54893,4,364,,,1,/data/article?articleid=54893&ver=4
02/03/2016,36155,23,,,360,36132,5,2,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=36132:4
02/03/2016,36155,23,,,364,36154,6,3,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=36154:5
10/08/2019,36155,23,57423,16,364,,,4,/data/article?articleid=57423&ver=16
01/28/2026,36155,23,54894,4,353,,,5,/data/article?articleid=54894&ver=4
05/04/2016,36551,21,,,364,36550,5,1,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=36550:4
10/08/2019,36551,21,57441,8,364,,,2,/data/article?articleid=57441&ver=8
03/19/2019,37897,18,,,364,37896,8,1,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=37896:7
04/11/2019,37897,18,56411,4,364,,,2,/data/article?articleid=56411&ver=4
10/24/2019,37897,18,57664,11,364,,,3,/data/article?articleid=57664&ver=11
03/23/2016,36358,39,54975,17,364,,,1,/data/article?articleid=54975&ver=17
03/23/2016,36358,39,54978,3,364,,,2,/data/article?articleid=54978&ver=3
09/17/2019,36358,39,57037,24,364,,,3,/data/article?articleid=57037&ver=24
03/23/2016,36358,39,,,360,36317,4,4,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=36317:3
03/23/2016,36358,39,,,364,36357,4,5,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=36357:3
01/28/2026,36358,39,54979,4,357,,,6,/data/article?articleid=54979&ver=4
03/06/2017,33827,55,55426,132,139,,,1,/data/article?articleid=55426&ver=132
04/04/2014,33827,55,52480,90,139,,,2,/data/article?articleid=52480&ver=90
03/20/2017,33826,22,55426,132,139,,,1,/data/article?articleid=55426&ver=132
04/04/2014,33826,22,52479,73,139,,,2,/data/article?articleid=52479&ver=73
04/19/2017,33824,56,55426,132,139,,,1,/data/article?articleid=55426&ver=132
04/04/2014,33824,56,52474,40,139,,,2,/data/article?articleid=52474&ver=40
12/29/2025,35172,72,57186,43,345,,,1,/data/article?articleid=57186&ver=43
12/29/2025,35172,72,60366,4,345,,,2,/data/article?articleid=60366&ver=4
12/29/2025,35170,60,60365,3,364,,,1,/data/article?articleid=60365&ver=3
12/29/2025,35170,60,57185,43,364,,,2,/data/article?articleid=57185&ver=43
06/10/2015,35755,35,54402,2,143,,,1,/data/article?articleid=54402&ver=2
10/30/2019,35755,35,57591,25,143,,,2,/data/article?articleid=57591&ver=25
12/12/2023,34648,31,56907,24,143,,,1,/data/article?articleid=56907&ver=24
12/12/2023,34648,31,59561,3,143,,,2,/data/article?articleid=59561&ver=3
12/12/2023,34648,31,,,143,39721,4,3,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39721:3
12/20/2023,34648,31,59622,2,143,,,4,/data/article?articleid=59622&ver=2
04/07/2015,34528,38,,,143,34635,37,1,/data/lcd?lcdid=34635&ver=37
08/20/2019,34528,38,56908,19,143,,,2,/data/article?articleid=56908&ver=19
05/05/2017,37011,24,,,143,37010,3,1,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=37010:2
11/21/2019,37011,24,57587,9,143,,,3,/data/article?articleid=57587&ver=9
10/30/2019,34623,38,57604,16,143,,,1,/data/article?articleid=57604&ver=16
12/07/2022,39391,9,59170,5,391,,,1,/data/article?articleid=59170&ver=5
12/07/2022,39391,9,59276,2,391,,,2,/data/article?articleid=59276&ver=2
12/07/2022,39391,9,,,391,39390,7,3,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39390:6
02/12/2019,37602,18,,,378,37601,6,1,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=37601:5
02/21/2019,37602,18,56329,4,378,,,2,/data/article?articleid=56329&ver=4
08/13/2019,37602,18,56913,13,378,,,3,/data/article?articleid=56913&ver=13
12/22/2025,34410,46,56605,22,391,,,1,/data/article?articleid=56605&ver=22
12/22/2025,34410,46,60382,5,391,,,2,/data/article?articleid=60382&ver=5
12/22/2025,34410,46,,,391,40037,4,3,/data/lcd?lcdid=40037&ver=4
11/22/2019,33907,16,57802,16,370,,,1,/data/article?articleid=57802&ver=16
01/31/2025,39553,24,59350,27,391,,,1,/data/article?articleid=59350&ver=27
01/31/2025,39553,24,59965,3,391,,,2,/data/article?articleid=59965&ver=3
01/31/2025,39553,24,,,391,39915,6,3,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39915:5
12/18/2020,38786,10,58503,12,391,,,1,/data/article?articleid=58503&ver=12
12/18/2020,38786,10,58549,3,391,,,2,/data/article?articleid=58549&ver=3
12/18/2020,38786,10,,,391,38785,5,3,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=38785:4
05/21/2024,39780,5,59654,4,391,,,1,/data/article?articleid=59654&ver=4
05/21/2024,39780,5,59759,2,391,,,2,/data/article?articleid=59759&ver=2
05/21/2024,39780,5,,,391,39779,6,3,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39779:5
12/04/2025,33318,63,52465,72,140,,,1,/data/article?articleid=52465&ver=72
12/04/2025,33318,63,55426,132,140,,,2,/data/article?articleid=55426&ver=132
12/04/2025,33318,63,60371,4,140,,,3,/data/article?articleid=60371&ver=4
10/24/2018,37598,21,56177,2,228,,,1,/data/article?articleid=56177&ver=2
10/24/2018,37598,21,,,228,37597,4,2,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=37597:3
08/29/2019,37598,21,56988,17,238,,,3,/data/article?articleid=56988&ver=17
03/22/2019,33943,24,56425,16,228,,,1,/data/article?articleid=56425&ver=16
03/25/2019,33950,38,56448,22,228,,,1,/data/article?articleid=56448&ver=22
11/24/2025,40224,3,60245,3,228,,,1,/data/article?articleid=60245&ver=3
11/24/2025,40224,3,60362,4,228,,,2,/data/article?articleid=60362&ver=4
11/24/2025,40224,3,,,228,40223,5,3,/data/lcd?lcdid=40223&ver=5
02/13/2019,37921,18,,,143,37920,5,2,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=37920:4
02/19/2019,37921,18,56336,2,143,,,3,/data/article?articleid=56336&ver=2
02/19/2019,37921,18,56333,11,143,,,4,/data/article?articleid=56333&ver=11
03/04/2021,38201,25,58462,5,238,,,1,/data/article?articleid=58462&ver=5
03/04/2021,38201,25,57282,18,238,,,2,/data/article?articleid=57282&ver=18
03/05/2021,38201,25,56951,5,228,,,3,https://localcoverage.cms.gov/mcd_archive/view/article.aspx?articleInfo=56951:4
03/05/2021,38201,25,,,228,38665,6,4,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=38665:5
07/01/2022,38737,19,59138,3,391,,,1,/data/article?articleid=59138&ver=3
07/01/2022,38737,19,58275,9,391,,,2,/data/article?articleid=58275&ver=9
07/01/2022,38737,19,,,391,39254,4,3,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=39254:3
11/18/2020,34228,54,56572,22,364,,,1,/data/article?articleid=56572&ver=22
11/18/2020,34228,54,58534,3,364,,,2,/data/article?articleid=58534&ver=3
10/19/2020,34228,54,,,364,38640,5,3,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=38640:4
11/11/2025,34228,54,58535,3,356,,,4,/data/article?articleid=58535&ver=3
03/22/2019,32553,21,56424,20,228,,,2,/data/article?articleid=56424&ver=20
09/14/2024,38662,18,58127,19,228,,,1,/data/article?articleid=58127&ver=19
09/14/2024,38662,18,59909,3,228,,,2,/data/article?articleid=59909&ver=3
09/14/2024,38662,18,,,228,38787,8,3,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=38787:7
09/02/2025,40052,5,59978,4,345,,,1,/data/article?articleid=59978&ver=4
09/02/2025,40052,5,60282,3,345,,,2,/data/article?articleid=60282&ver=3
03/19/2018,37549,22,,,345,37548,6,1,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=37548:5
04/19/2018,37549,22,55938,2,345,,,2,/data/article?articleid=55938&ver=2
10/15/2019,37549,22,57498,14,345,,,3,/data/article?articleid=57498&ver=14
05/17/2017,36868,25,,,345,36867,7,1,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=36867:6
05/18/2017,36868,25,55558,8,345,,,2,/data/article?articleid=55558&ver=8
10/03/2019,36868,25,57343,31,345,,,3,/data/article?articleid=57343&ver=31
03/14/2017,36680,26,,,345,36679,6,2,https://localcoverage.cms.gov/mcd_archive/view/lcd.aspx?lcdInfo=36679:5
03/16/2017,36680,26,55458,7,345,,,3,/data/article?articleid=55458&ver=7
03/16/2017,36680,26,55029,36,345,,,4,/data/article?articleid=55029&ver=36
05/25/2016,36573,17,55076,6,345,,,1,/data/article?articleid=55076&ver=6
