article_id,article_version,hcpc_modifier_group,paragraph,last_updated
57040,26,1,,07/27/2026
56692,19,1,,07/27/2026
57193,31,1,,07/27/2026
57044,22,1,,07/27/2026
57043,24,1,,07/27/2026
58582,20,1,,07/27/2026
57311,35,1,,07/27/2026
56926,17,1,,07/27/2026
59807,8,1,,07/27/2026
60507,2,1,,07/24/2026
52451,89,1,,07/24/2026
59105,36,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,07/24/2026
57141,47,1,,07/24/2026
57554,52,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,07/24/2026
57331,61,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,07/24/2026
58318,65,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,07/24/2026
57384,53,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,07/24/2026
58017,55,1,,07/24/2026
57482,25,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,07/24/2026
59646,19,1,,07/24/2026
57477,15,1,,07/24/2026
57100,51,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,07/24/2026
56973,69,1,,07/24/2026
57772,81,1,,07/24/2026
58395,44,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,07/24/2026
59649,30,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,07/24/2026
55162,20,1,,07/24/2026
59805,20,1,"&lt;p&gt;Please note that when selecting the appropriate codes for cataract surgery, always indicate laterality of the operated eye using HCPCS Level II modifier &quot;LT&quot; or &quot;RT,&quot; as appropriate. &lt;br &sol;&gt;Bilateral procedures should be indicated by the appropriate modifier for bilateral procedures (-50).&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;Modifier &amp;ndash;78&lt;&sol;strong&gt; &lt;em&gt;Unplanned return to the operating&sol;procedure room by the same physician or other qualified health professional following initial procedure for a related procedure during the postoperative period.&lt;&sol;em&gt;&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;Modifier &amp;ndash;79&lt;&sol;strong&gt; &lt;em&gt;Unrelated procedure or service by the same physician during the postoperative period.&lt;&sol;em&gt; The procedure could be unrelated because it is performed in the other eye. Or it could be a new problem, not related to the initial surgery of the same eye.&lt;&sol;p&gt;",07/24/2026
58788,18,1,,07/23/2026
59636,34,1,,07/21/2026
56853,102,1,,07/21/2026
59641,35,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,07/21/2026
57526,93,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,07/21/2026
58741,18,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,07/20/2026
60274,4,1,,07/20/2026
57114,21,1,"&lt;p&gt;It is the provider&amp;#8217;s responsibility to assess the applicability of modifiers and to select the appropriate modifier in accordance with the medical record. Any modifier submitted on a claim must be valid and effective for the date of service reported. Identified payment modifiers, those that directly affect reimbursement, must be listed first. Informational or statistical modifiers must be listed after the payment modifiers, in any order, if there are multiple modifiers applicable.&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;Note:&lt;&sol;strong&gt; The modifier table is not an exhaustive list of coding related modifiers. Providers must append any additional modifiers necessary to accurately reflect the services rendered.&lt;&sol;p&gt;",07/17/2026
57751,28,1,"&lt;p&gt;It is the provider&amp;#8217;s responsibility to assess the applicability of modifiers and to select the appropriate modifier in accordance with the medical record. Any modifier submitted on a claim must be valid and effective for the date of service reported. Identified payment modifiers, those that directly affect reimbursement, must be listed first. Informational or statistical modifiers must be listed after the payment modifiers, in any order, if there are multiple modifiers applicable.&lt;&sol;p&gt;
&lt;p&gt;&lt;strong&gt;Note:&lt;&sol;strong&gt; The modifier table is not an exhaustive list of coding related modifiers. Providers must append any additional modifiers necessary to accurately reflect the services rendered.&lt;&sol;p&gt;",07/17/2026
58364,39,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,07/17/2026
56612,35,1,,07/17/2026
56394,32,1,&lt;p&gt;The &lt;span style=&quot;text-decoration: underline;&quot;&gt;providing practitioner is responsible&lt;&sol;span&gt; for applying the -KX modifier to claims for screening colonoscopy when the procedure follows a positive stool-based test as part of a complete colorectal cancer screening.&lt;&sol;p&gt;,07/16/2026
60324,3,1,,07/16/2026
56199,130,1,"&lt;p&gt;The 91 modifier is used for laboratory tests paid under the clinical laboratory fee schedule, as stated in the Medicare Claims Processing Manual Chapter 16, Laboratory Services Section 100.5.1.&lt;br &sol;&gt;&lt;br &sol;&gt;&lt;&sol;p&gt;",07/16/2026
60381,3,1,,07/16/2026
52399,75,1,,07/16/2026
58649,13,1,,07/16/2026
56588,33,1,,07/16/2026
59632,23,1,,07/16/2026
59707,25,1,,07/15/2026
59915,27,1,,07/15/2026
52870,38,1,,07/14/2026
56551,34,1,,07/14/2026
56781,39,1,,07/14/2026
56845,12,1,,07/14/2026
57060,12,1,,07/14/2026
57455,24,1,,07/14/2026
57736,18,1,,07/14/2026
59487,15,1,,07/14/2026
52866,35,1,,07/14/2026
52868,46,1,,07/14/2026
53018,14,1,,07/14/2026
54602,25,1,,07/14/2026
54909,25,1,,07/14/2026
56537,41,1,,07/14/2026
56837,18,1,,07/14/2026
56863,15,1,,07/14/2026
56874,29,1,,07/14/2026
57427,11,1,,07/14/2026
57428,10,1,,07/14/2026
57528,5,1,,07/14/2026
57759,36,1,"&lt;p style=&quot;line-height: normal;&quot;&gt;One of the modifiers listed below must be reported with codes 11055, 11056, 11057, 11719, G0127, and with codes 11720 and 11721 when the coverage is based on the presence of a qualifying systemic condition. If the patient has evidence of neuropathy, but no vascular impairment, class findings modifiers are not required:&lt;&sol;p&gt;
&lt;p&gt;Modifier Q7: One (1) Class A finding Modifier Q8: Two (2) Class B findings Modifier Q9: One (1) Class B finding and two (2) Class C findings.&lt;&sol;p&gt;",07/14/2026
58656,9,1,,07/14/2026
59233,19,1,,07/14/2026
60176,18,1,&lt;p&gt;N&sol;A&lt;&sol;p&gt;,07/14/2026
52450,83,1,,07/14/2026
52863,59,1,,07/14/2026
56178,21,1,,07/14/2026
56550,12,1,,07/14/2026
56823,22,1,,07/14/2026
56844,26,1,,07/14/2026
56850,33,1,,07/14/2026
56865,29,1,,07/14/2026
56937,43,1,,07/14/2026
57452,46,1,,07/14/2026
57453,5,1,,07/14/2026
